Treatment,Number_CDR3,H
Pre,10,0.935267263
Pre,3,1
Pre,5,0.969022256
Pre,2,0.918295834
Pre,3,0.864973521
Pre,13,0.948829241
Pre,3,0.86991553
Pre,6,0.57926767
Pre,10,0.986659959
Pre,6,0.975503759
Pre,6,0.787222605
Pre,15,0.763691727
Pre,7,0.856325553
Pre,3,1
Pre,1,0
Pre,1,0
Pre,17,0.578662044
Pre,17,0.724348471
Pre,5,0.90806369
Pre,9,0.796470454
Pre,5,0.45800687
Pre,1,0
Pre,1,0
Pre,3,1
Pre,7,1
Pre,10,0.503555209
Pre,1,0
Pre,4,0.952819531
Pre,1,0
Pre,5,0.928383212
Pre,1,0
Pre,7,0.774236718
Pre,1,0
Pre,1,0
Pre,6,0.684553835
Pre,1,0
Pre,6,1
Pre,2,1
Pre,1,0
Pre,2,1
Pre,3,0.819448372
Pre,1,0
Pre,14,0.797525316
Pre,11,0.922582665
Pre,2,1
Pre,5,0.72049304
Pre,5,0.9697239
Pre,8,0.929966032
Pre,4,0.930904234
Pre,2,0.918295834
Pre,4,0.960964047
Pre,1,0
Pre,9,0.973197315
Pre,25,0.761596314
Pre,1,0
Pre,27,0.835844582
Pre,7,0.777869166
Pre,12,0.752134424
Pre,1,0
Pre,14,0.936224899
Pre,3,0.789690082
Pre,38,0.772377592
Pre,2,1
Pre,14,0.600039092
Pre,15,0.828604647
Pre,7,0.598745244
Pre,1,0
Pre,3,0.94639463
Pre,27,0.745066447
Pre,5,0.928383212
Pre,1,0
Pre,8,0.866527077
Pre,3,0.94639463
Pre,13,0.803293048
Pre,2,0.391243564
Pre,4,1
Pre,2,0.918295834
Pre,15,0.930892155
Pre,10,0.975006431
Pre,1,0
Pre,37,0.49677006
Pre,1,0
Pre,6,0.889721375
Pre,9,1
Pre,4,1
Pre,12,0.97608484
Pre,4,0.876357639
Pre,9,0.792100622
Pre,10,0.284497464
Pre,8,0.973976032
Pre,1,0
Pre,10,0.933759291
Pre,1,0
Pre,11,0.839186169
Pre,9,0.90398885
Pre,12,0.96729606
Pre,2,1
Pre,6,0.730988665
Pre,1,0
Pre,6,0.968392514
Pre,1,0
Pre,2,0.918295834
Pre,4,0.896240625
Pre,1,0
Pre,5,0.235785962
Pre,16,0.756585981
Pre,3,0.94639463
Pre,10,0.344141224
Pre,5,0.807574986
Pre,8,0.917209722
Pre,13,0.822873271
Pre,17,0.626387895
Pre,14,0.877254245
Pre,12,0.803995073
Pre,17,0.887450595
Pre,2,1
Pre,2,0.918295834
Pre,4,0.960964047
Pre,5,0.037501303
Pre,2,0.650022422
Pre,3,0.724834092
Pre,4,0.38863425
Pre,1,0
Pre,4,1
Pre,3,1
Pre,1,0
Pre,4,0.638806718
Pre,4,0.684421936
Pre,4,0.960964047
Pre,5,0.673662515
Pre,1,0
Pre,9,0.648602401
Pre,3,1
Pre,15,0.602544399
Pre,2,1
Pre,27,0.826448303
Pre,8,0.435337264
Pre,6,0.442805212
Pre,1,0
Pre,9,0.579121328
Pre,10,0.842486812
Pre,1,0
Pre,1,0
Pre,7,0.479945873
Pre,1,0
Pre,5,0.9697239
Pre,4,0.960964047
Pre,2,1
Pre,7,0.979569765
Pre,2,1
Pre,4,0.858880126
Pre,23,0.868251067
Pre,8,0.897460201
Pre,23,0.570952403
Pre,2,0.863120569
Pre,18,0.887233879
Pre,13,0.9046496
Pre,29,0.21118571
Pre,3,1
Pre,1,0
Pre,2,0.918295834
Pre,1,0
Pre,1,0
Pre,1,0
Pre,1,0
Pre,8,0.866527077
Pre,1,0
Pre,2,0.811278124
Pre,13,0.812066844
Pre,3,0.645075643
Pre,2,1
Pre,5,0.87107769
Pre,12,0.736498507
Pre,4,0.960964047
Pre,4,0.860964047
Pre,10,0.96025501
Pre,9,0.958744661
Pre,6,0.975503759
Pre,5,0.9697239
Pre,3,0.94639463
Pre,12,0.758643236
Pre,10,0.443390497
Pre,7,0.627951175
Pre,9,0.76642019
Pre,7,0.875867825
Pre,6,0.74998342
Pre,1,0
Pre,1,0
Pre,1,0
Pre,3,1
Pre,1,0
Pre,1,0
Pre,3,0.94639463
Pre,3,0.94639463
Pre,20,0.834928991
Pre,1,0
Pre,5,1
Pre,1,0
Pre,9,0.832660875
Pre,2,1
Pre,3,1
Pre,1,0
Pre,3,0.94639463
Pre,2,1
Pre,2,0.918295834
Pre,1,0
Pre,1,0
Pre,1,0
Pre,1,0
Pre,2,0.721928095
Pre,5,0.916516443
Pre,1,0
Pre,11,0.737591132
Pre,14,0.633650499
Pre,4,0.83224889
Pre,4,0.918295834
Pre,3,1
Pre,4,0.766457282
Pre,9,0.819196552
Pre,10,0.890936569
Pre,2,0.811278124
Pre,3,0.886859507
Pre,3,0.724834092
Pre,1,0
Pre,11,0.890992648
Pre,16,0.765936694
Pre,5,0.916516443
Pre,1,0
Pre,16,0.811183953
Pre,1,0
Pre,10,0.570561863
Pre,10,0.82099183
Pre,7,1
Pre,5,0.111171947
Pre,3,0.577820732
Pre,10,0.795824599
Pre,2,1
Pre,4,0.959147917
Pre,2,0.918295834
Pre,5,0.778385397
Pre,10,0.722589174
Pre,5,0.9697239
Pre,5,0.831259577
Pre,13,0.69874513
Pre,5,0.916516443
Pre,1,0
Pre,1,0
Pre,4,0.960964047
Pre,4,0.896240625
Pre,7,0.572190917
Pre,1,0
Pre,3,0.581671866
Pre,2,0.918295834
Pre,3,1
Pre,18,0.481528282
Pre,4,0.1937594
Pre,2,0.811278124
Pre,3,1
Pre,5,0.538113253
Pre,4,1
Pre,3,1
Pre,2,0.060122449
Pre,7,0.94876951
Pre,4,1
Pre,3,0.864973521
Pre,1,0
Pre,1,0
Pre,1,0
Pre,19,0.909220052
Pre,3,1
Pre,25,0.662731295
Pre,13,0.945624794
Pre,5,0.694988348
Pre,1,0
Pre,9,0.806803398
Pre,10,0.941647498
Pre,1,0
Pre,10,0.9289932
Pre,23,0.493246322
Pre,13,0.682154039
Pre,13,0.819656468
Pre,15,0.272440709
Pre,2,0.918295834
Pre,12,0.938947431
Pre,1,0
Pre,19,0.819174375
Pre,6,0.760907435
Pre,13,0.931581856
Pre,1,0
Pre,1,0
Pre,4,0.83224889
Pre,2,1
Pre,3,0.772506886
Pre,1,0
Pre,1,0
Pre,1,0
Pre,4,0.83224889
Pre,8,0.660241914
Pre,6,0.669781488
Pre,4,0.572555207
Pre,5,0.555939732
Pre,10,0.539142622
Pre,1,0
Pre,72,0.807286844
Pre,33,0.856081449
Pre,37,0.849233876
Pre,9,0.714751972
Pre,38,0.933291732
Pre,5,0.776260595
Pre,89,0.879504208
Pre,25,0.928852999
Pre,16,0.930726874
Pre,19,0.85754907
Pre,8,0.638880759
Pre,2,0.918295834
Pre,23,0.852785298
Pre,7,0.942680715
Pre,29,0.65056281
Pre,5,0.766893744
Pre,12,0.926628408
Pre,4,0.370842378
Pre,4,1
Pre,2,1
Pre,39,0.432355109
Pre,4,0.572555207
Pre,12,0.909867925
Pre,2,1
Pre,30,0.803535076
Pre,15,0.693311868
Pre,11,0.608286971
Pre,15,0.811228882
Pre,14,0.65079119
Pre,20,0.910626231
Pre,22,0.785759945
Pre,7,0.506992005
Pre,4,0.075052264
Pre,14,0.869566311
Pre,1,0
Pre,1,0
Pre,1,0
Pre,1,0
Pre,6,0.561445161
Pre,6,0.445569007
Pre,26,0.749923048
Pre,8,0.529554605
Pre,12,0.847685462
Pre,3,0.304582819
Pre,9,0.911551355
Pre,1,0
Pre,15,0.669948434
Pre,1,0
Pre,1,0
Pre,2,0.918295834
Pre,13,0.65905285
Pre,2,0.875663392
Pre,15,0.982006425
Pre,4,0.529138522
Pre,3,0.40351514
Pre,1,0
Pre,1,0
On,2,1
On,72,0.648723101
On,56,0.382499249
On,31,0.685703425
On,39,0.524545695
On,4,0.550843392
On,98,0.444214196
On,9,0.890206612
On,82,0.284684864
On,66,0.222323107
On,38,0.336680215
On,131,0.712239903
On,20,0.49714186
On,67,0.708557443
On,20,0.713535202
On,171,0.683014556
On,42,0.671454306
On,149,0.615370563
On,109,0.648530707
On,52,0.502011532
On,3,1
On,18,0.820349568
On,20,0.433042306
On,36,0.704978612
On,5,0.88668288
On,8,0.972765278
On,76,0.353877893
On,31,0.67542268
On,1,0
On,10,0.566779537
On,1,0
On,25,0.72386309
On,18,0.517926251
On,34,0.774193835
On,3,0.834202289
On,1,0
On,1,0
On,1,0
On,1,0
On,1,0
On,4,0.337133133
On,2,0.650022422
On,3,0.070525081
On,4,0.734497797
On,3,0.94639463
On,26,0.304443664
On,1,0
On,142,0.551468285
On,17,0.695552944
On,22,0.114252374
On,1,0
On,7,0.0274524
On,17,0.724865961
On,80,0.212839152
On,18,0.738665615
On,19,0.841538127
On,7,0.272053213
On,37,0.402636015
On,2,0.970950594
On,18,0.840665775
On,1,0
On,8,0.582679229
On,35,0.666312272
On,10,0.854730684
On,99,0.771617289
On,6,0.623136524
On,70,0.047013787
On,35,0.746861862
On,31,0.704220233
On,9,0.887364429
On,23,0.775420035
On,5,1
On,4,0.272948529
On,3,1
On,6,0.847388916
On,5,0.854276475
On,75,0.588476411
On,66,0.488057
On,15,0.59416055
On,71,0.789017384
On,87,0.573279834
On,23,0.858479355
On,12,0.40375738
On,5,0.829710103
On,9,0.700315867
On,2,0.650022422
On,3,0.724834092
On,69,0.714112137
On,13,0.438370811
On,52,0.587747685
On,51,0.698055838
On,22,0.735398355
On,5,0.627416073
On,22,0.508910577
On,26,0.464575543
On,21,0.807308727
On,9,0.689814746
On,1,0
On,33,0.561089694
On,2,0.503258335
On,3,0.669591946
On,3,0.94639463
On,4,0.896240625
On,5,0.451121596
On,14,0.908543592
On,15,0.938168876
On,44,0.494271933
On,38,0.895942488
On,10,0.926516
On,1,0
On,5,0.293807337
On,9,0.901686414
On,136,0.544017128
On,3,0.842088782
On,90,0.514851111
On,42,0.773963799
On,50,0.427941877
On,1,0
On,14,0.249563132
On,1,0
On,13,0.965459225
On,6,0.865543469
On,31,0.398057336
On,116,0.515724812
On,65,0.725703135
On,34,0.739619513
On,1,0
On,1,0
On,1,0
On,11,0.785202356
On,3,0.148154901
On,5,0.969022256
On,2,0.811278124
On,2,0.034490361
On,3,0.609486764
On,4,0.880482024
On,1,0
On,13,0.147852053
On,9,0.895990892
On,15,0.738294337
On,9,0.729376269
On,18,0.538623425
On,5,0.161534755
On,36,0.802067067
On,9,0.91367825
On,58,0.623622643
On,42,0.722289411
On,27,0.17693016
On,40,0.926518862
On,21,0.692092946
On,24,0.795516534
On,1,0
On,9,0.601439443
On,64,0.696012226
On,72,0.326514212
On,37,0.869338866
On,34,0.646095963
On,17,0.816291621
On,48,0.80676746
On,53,0.579451963
On,14,0.115769101
On,29,0.751205645
On,3,0.819448372
On,1,0
On,89,0.334337906
On,73,0.59007005
On,15,0.700049016
On,33,0.472458535
On,32,0.73483744
On,8,0.786492594
On,2,0.609840305
On,17,0.886690038
On,20,0.850258497
On,37,0.68352938
On,5,0.611870092
On,30,0.659730868
On,2,0.650022422
On,7,0.719266567
On,1,0
On,21,0.322846454
On,31,0.424022098
On,13,0.266771549
On,5,0.9697239
On,7,0.697868857
On,11,0.203527358
On,3,0.886859507
On,9,0.954965533
On,1,0
On,3,0.991159471
On,6,0.280055768
On,161,0.485451836
On,13,0.713271
On,9,0.369912304
On,1,0
On,45,0.476110646
On,48,0.490797398
On,10,0.596960215
On,59,0.86659672
On,4,0.723308334
On,31,0.678556554
On,7,0.730293637
On,21,0.897120077
On,14,0.601553647
On,42,0.759504437
On,2,1
On,21,0.772508474
On,38,0.833479708
On,115,0.59732131
On,42,0.692271567
On,53,0.84075579
On,11,0.932734412
On,56,0.916338712
On,10,0.633781855
On,143,0.524134741
On,7,0.591161344
On,15,0.667086046
On,60,0.53703157
On,2,0.918295834
On,4,0.611496975
On,4,0.773296782
On,2,0.918295834
On,9,0.622106441
On,28,0.611343918
On,26,0.84603762
On,54,0.676064994
On,5,0.931400125
On,7,0.225231621
On,59,0.632175792
On,6,0.205973347
On,23,0.907928869
On,22,0.720998917
On,39,0.804235071
On,39,0.27760871
On,1,0
On,2,0.309543429
On,1,0
On,81,0.308269218
On,8,0.948813115
On,120,0.262727338
On,34,0.21885739
On,3,0.789690082
On,67,0.801694746
On,6,0.79821959
On,58,0.637720383
On,40,0.57548494
On,29,0.891012512
On,1,0
On,97,0.603930596
On,7,0.96957035
On,94,0.283342494
On,42,0.605106915
On,7,0.556390827
On,13,0.806013187
On,127,0.539956438
On,11,0.618774168
On,23,0.663545885
On,11,0.961955575
On,5,0.9697239
On,12,0.772939997
On,2,0.918295834
On,56,0.021098613
On,1,0
On,45,0.573713874
On,17,0.925847802
On,47,0.403518924
On,22,0.558410923
On,54,0.488496745
On,59,0.737156102
On,31,0.15871612
On,62,0.575322028
On,31,0.71091849
On,64,0.589364651
On,20,0.21044395
On,9,0.692601262
On,15,0.676373162
On,47,0.019761573
On,1,0
On,9,0.743171566
On,3,0.94639463
On,4,0.889164177
On,14,0.310388409
On,1,0
On,16,0.302637922
On,3,0.719332904
On,11,0.748451486
On,1,0
On,11,0.616705714
On,4,0.960964047
On,5,1
On,11,0.820865599
On,25,0.358024971
On,1,0
On,8,0.657134552
On,1,0
On,1,0
On,1,0
On,15,0.795337542
On,3,0.754857573
On,1,0
On,38,0.589804311
On,34,0.729227824
On,75,0.68239589
On,30,0.51278543
On,112,0.684793712
On,25,0.229740008
On,1,0
On,8,0.310148017
On,3,0.94639463
On,5,0.660575204
On,62,0.211516003
On,58,0.633690149
On,7,0.812521457
On,11,0.550723833
On,53,0.438954541
On,1,0
On,2,1
On,2,0.297472249
On,34,0.696214811
On,20,0.917200004
On,22,0.922114127
On,15,0.947931635
On,4,0.799529355
On,35,0.632514373
On,78,0.646563727
On,38,0.538113033
On,100,0.427954788
On,6,0.4682162
On,145,0.384613262
On,50,0.768157095
On,45,0.810840392
On,6,0.946411928
On,2,0.918295834
On,7,0.144392581
On,7,0.467708239
On,1,0
On,9,0.39973672
On,1,0
On,31,0.382209958
On,1,0
On,5,0.941762301
On,4,0.580517668
On,42,0.632709068
On,2,1
On,19,0.373548417
On,18,0.880689823
On,26,0.582874567
On,55,0.623598689
On,13,0.819699446
On,29,0.440318158
On,6,0.182937507
On,1,0
On,53,0.785111341
On,35,0.524813986
On,17,0.710369023
On,1,0
On,1,0
On,1,0
On,5,0.371640666
On,4,0.54876892
On,19,0.669543497
On,6,0.967132018
On,50,0.066684618
On,54,0.368596139
On,22,0.439104459
On,26,0.257355774
On,12,0.724734887
On,20,0.349358707
On,5,0.9697239
On,6,0.811841511
On,2,1
On,6,0.859661049
On,3,1
On,1,0
On,4,0.603759375
On,2,0.110580845
On,4,0.952819531
On,4,0.668080127
On,11,0.899119628
On,11,0.459035168
On,98,0.710930601
On,4,0.7128026
On,97,0.354740336
On,64,0.243244059
On,35,0.609799408
On,16,0.792456307
On,33,0.622653272
On,8,0.982567593
On,5,0.9697239
On,11,0.856932058
On,9,0.894417926
On,1,0
On,11,0.921747335
On,5,0.679994314
On,4,0.256721588
On,5,0.742188502
On,2,0.522559375
On,14,0.674358514
On,7,0.339552895
On,5,0.743010446
On,6,0.850955398
On,19,0.848456851
On,4,0.425075713
On,33,0.409201629
On,2,0.970950594
On,26,0.154620715
On,9,0.80798977
On,15,0.862257493
On,13,0.651119661
On,41,0.518929345
On,55,0.751774556
On,65,0.628513766
On,14,0.928260983
On,50,0.81021358
On,5,0.916516443
On,11,0.724674179
On,12,0.575049605
On,47,0.684374809
On,8,0.80122582
On,52,0.631267368
On,33,0.680540072
On,7,0.96957035
On,55,0.42955108
On,5,0.967488765
On,61,0.516932086
On,57,0.657635857
On,24,0.496095096
On,49,0.714401666
On,32,0.22461388
On,6,0.135542272
On,25,0.681772413
On,9,0.976614669
On,10,0.853153284
On,1,0
On,17,0.226930575
On,28,0.625018845
On,36,0.492453807
On,22,0.683844115
On,59,0.659152197
On,26,0.1034369
On,1,0
On,12,0.871073189
On,4,0.842907855
On,17,0.780850623
On,15,0.865385972
On,20,0.70861111
On,2,0.650022422
On,7,0.837161347
On,14,0.504218509
On,16,0.793030224
On,6,0.867545479
On,57,0.410333527
On,2,1
On,17,0.064285793
On,15,0.761871262
On,24,0.503948106
On,49,0.503948282
On,14,0.948032534
On,9,0.632738429
On,3,0.94639463
On,16,0.015806216
On,11,0.859089926
On,14,0.773757024
On,1,0
On,18,0.552468079
On,3,0.812040681
On,4,1
On,2,1
On,90,0.761952657
On,29,0.837402598
On,89,0.656341102
On,52,0.859765181
On,33,0.613423481
On,37,0.540625786
On,10,0.756636912
On,40,0.618873078
On,8,0.94260651
On,90,0.201482949
On,35,0.620849917
On,65,0.146919189
On,7,0.816598298
On,48,0.820233208
On,6,0.629317928
On,97,0.334519471
On,15,0.578729678
On,3,0.469534272
On,3,0.789690082
On,5,0.861353116
On,6,0.967132018
On,10,0.869026091
On,5,0.928383212
On,3,0.306578706
On,4,0.105806991
On,16,0.756960653
On,35,0.539675049
On,37,0.107134212
On,21,0.525944336
On,14,0.615634774
On,1,0
On,1,0
On,302,0.392319866
On,111,0.768688842
On,182,0.768273575
On,31,0.056350344
On,164,0.679231113
On,20,0.438101281
On,347,0.536850469
On,2,1
On,95,0.580414247
On,61,0.59638885
On,52,0.651389043
On,38,0.572441668
On,11,0.895951799
On,103,0.720508409
On,16,0.6895556
On,89,0.250049442
On,38,0.6439721
On,59,0.806919324
On,6,0.932935088
On,44,0.87133101
On,10,0.713376709
On,15,0.6588445
On,1,0
On,2,0.235193382
On,14,0.670686681
On,47,0.528122222
On,12,0.917812002
On,115,0.572335641
On,83,0.368090152
On,46,0.632550995
On,48,0.69136921
On,7,0.970835763
On,86,0.817813121
On,73,0.70893785
On,21,0.584132834
On,22,0.022899495
On,52,0.752625692
On,48,0.729728537
On,1,0
On,2,1
On,3,1
On,2,1
On,3,0.546294702
On,17,0.695217871
On,17,0.608961315
On,24,0.366191718
On,2,1
On,9,1
On,2,0.970950594
On,1,0
On,80,0.503016486
On,30,0.428565551
On,55,0.672624549
On,16,0.732974903
On,29,0.82033997
On,13,0.049096301
On,90,0.542767345
On,3,0.864973521
On,2,0.309543429
On,52,0.589164803
On,21,0.467907477
On,64,0.648137
On,20,0.681803628
On,16,0.222549092
On,16,0.689318697
On,1,0
On,46,0.744095102
On,16,0.281134939
On,1,0
On,3,1
On,12,0.789511991
