Treatment,Number_CDR3,H
Pre,11,0.876051154
Pre,1,0
Pre,5,0.928383212
Pre,29,0.73163747
Pre,14,0.826570201
Pre,19,0.870755774
Pre,31,0.823369546
Pre,7,0.650218564
Pre,4,0.960964047
Pre,4,0.959147917
Pre,12,0.964184357
Pre,16,0.836856106
Pre,2,1
Pre,22,0.768586394
Pre,1,0
Pre,6,1
Pre,17,0.563757348
Pre,16,0.269944177
Pre,12,1
Pre,4,0.842737649
Pre,1,0
Pre,4,0.959147917
Pre,4,0.560217616
Pre,7,0.647101036
Pre,3,0.920619836
Pre,4,0.960964047
Pre,4,0.959147917
Pre,9,0.984858662
Pre,3,0.886859507
Pre,8,0.738972396
Pre,1,0
Pre,26,0.606546115
Pre,29,0.969060449
Pre,6,0.623857688
Pre,13,0.885495893
Pre,8,0.95771356
Pre,9,0.91367825
Pre,4,1
Pre,4,0.921185497
Pre,6,0.975503759
Pre,12,0.58143179
Pre,6,0.975503759
Pre,12,0.963698337
Pre,4,0.960964047
Pre,46,0.957892746
Pre,23,0.755106961
Pre,22,0.919425138
Pre,6,0.882425224
Pre,19,0.948790858
Pre,8,0.711129164
Pre,78,0.910056974
Pre,3,1
Pre,16,0.956312934
Pre,26,0.935839562
Pre,26,0.913004126
Pre,1,0
Pre,1,0
Pre,7,0.778559195
Pre,23,0.938523462
Pre,4,0.960964047
Pre,45,0.876876292
Pre,1,0
Pre,3,0.94639463
Pre,41,0.91330728
Pre,3,1
Pre,16,0.970511277
Pre,13,0.900459311
Pre,42,0.806619599
Pre,19,0.896606565
Pre,1,0
Pre,2,1
Pre,58,0.858143103
Pre,2,0.918295834
Pre,25,0.919996419
Pre,16,0.851666579
Pre,1,0
Pre,24,0.777212496
Pre,3,1
Pre,20,0.981807257
Pre,14,0.385038542
Pre,7,0.777918607
Pre,1,0
Pre,83,0.799893482
Pre,26,0.567929414
Pre,29,0.672188953
Pre,51,0.584270388
Pre,10,0.945105424
Pre,84,0.838001798
Pre,18,0.727476439
Pre,11,0.878570299
Pre,10,0.834837397
Pre,8,0.752857628
Pre,5,1
Pre,1,0
Pre,11,0.870801976
Pre,1,0
Pre,27,0.936052956
Pre,14,0.928260983
Pre,14,0.924981456
Pre,40,0.842458446
Pre,16,0.927012038
Pre,42,0.97831082
Pre,23,0.945067308
Pre,12,0.85510994
Pre,7,0.591205051
Pre,33,0.919864009
Pre,7,0.889833176
Pre,31,0.466393447
Pre,56,0.959964287
Pre,17,0.890383244
Pre,27,0.928903228
Pre,3,0.965633607
Pre,1,0
Pre,2,1
Pre,58,0.892238027
Pre,3,0.724834092
Pre,3,0.94639463
Pre,4,0.773296782
Pre,1,0
Pre,10,0.934307308
Pre,2,0.918295834
Pre,14,0.806347845
Pre,3,0.878347105
Pre,1,0
Pre,6,0.095667606
Pre,7,0.892342833
Pre,1,0
Pre,1,0
Pre,2,1
Pre,1,0
Pre,7,1
Pre,3,1
Pre,4,0.921185497
Pre,2,0.918295834
Pre,1,0
Pre,1,0
Pre,1,0
Pre,2,1
Pre,6,0.898244402
Pre,10,0.959776113
Pre,17,0.957556613
Pre,11,0.914333491
Pre,26,0.883245394
Pre,7,0.979569765
Pre,46,0.490759387
Pre,10,0.974110895
Pre,7,0.873001762
Pre,2,0.918295834
Pre,1,0
Pre,49,0.942806082
Pre,31,0.926925838
Pre,4,0.960964047
Pre,10,0.845428995
Pre,35,0.821344019
Pre,12,0.902203853
Pre,34,0.709318736
Pre,18,0.821157496
Pre,18,0.867860375
Pre,1,0
Pre,26,0.958050439
Pre,1,0
Pre,26,0.796966708
Pre,57,0.656250895
Pre,21,0.684673719
Pre,65,0.661055384
Pre,7,0.879714377
Pre,76,0.865392245
Pre,36,0.647173214
Pre,67,0.885691588
Pre,7,0.942680715
Pre,1,0
Pre,7,0.935334027
Pre,20,0.890679974
Pre,14,0.87414222
Pre,1,0
Pre,19,0.67010336
Pre,2,0.918295834
Pre,9,0.973197315
Pre,2,1
Pre,41,0.87111981
Pre,4,0.896240625
Pre,15,0.819518398
Pre,22,0.752780436
Pre,19,0.666537853
Pre,31,0.60254056
Pre,6,0.754445012
Pre,6,0.875760934
Pre,3,0.960229718
Pre,13,0.948829241
Pre,12,0.921544283
Pre,5,0.9697239
Pre,1,0
Pre,2,0.650022422
Pre,1,0
Pre,1,0
Pre,3,0.960229718
Pre,18,0.96453898
Pre,8,0.982567593
Pre,38,0.910243581
Pre,47,0.6838744
Pre,23,0.835130005
Pre,29,0.959825677
Pre,19,0.914833546
Pre,2,1
Pre,10,0.935267263
Pre,1,0
Pre,5,0.969022256
Pre,1,0
Pre,5,0.960955793
Pre,6,0.935944697
Pre,1,0
Pre,2,1
Pre,1,0
Pre,1,0
Pre,5,0.804346136
Pre,27,0.840649054
Pre,6,0.975503759
Pre,35,0.864933857
Pre,4,0.725953808
Pre,26,0.906532157
Pre,1,0
Pre,21,0.834142715
Pre,3,1
Pre,8,1
Pre,3,0.86991553
Pre,4,1
Pre,1,0
Pre,5,1
Pre,1,0
Pre,6,0.918603673
Pre,6,1
Pre,2,0.954434003
Pre,8,0.93549951
Pre,1,0
Pre,7,0.96957035
Pre,9,0.77634772
Pre,4,0.188209809
Pre,3,1
Pre,8,1
Pre,3,1
Pre,5,0.572145506
Pre,2,0.918295834
Pre,10,0.949942013
Pre,7,0.659187941
Pre,20,0.930433919
Pre,4,0.960964047
Pre,9,0.938488292
Pre,6,0.81934
Pre,16,0.986925695
Pre,15,0.914440298
Pre,3,0.886859507
Pre,39,0.940022931
Pre,7,0.853751053
Pre,6,0.975614963
Pre,1,0
Pre,10,0.815511419
Pre,11,0.939460686
Pre,1,0
Pre,18,0.686353118
Pre,16,0.757281231
Pre,5,1
Pre,40,0.902730778
Pre,1,0
Pre,43,0.977434872
Pre,18,0.982222763
Pre,11,0.587230752
Pre,1,0
Pre,1,0
Pre,8,0.97706965
Pre,2,0.918295834
Pre,10,0.949919722
Pre,2,1
Pre,1,0
Pre,2,0.970950594
Pre,7,0.94095839
Pre,11,0.975176744
Pre,13,0.654487139
Pre,33,0.966534538
Pre,7,0.979569765
Pre,28,0.91845177
Pre,20,0.752772158
Pre,1,0
Pre,3,1
Pre,1,0
Pre,2,1
Pre,14,0.738246417
Pre,8,0.982567593
Pre,3,0.920619836
Pre,2,0.970950594
Pre,1,0
Pre,8,0.784707167
Pre,18,0.753636788
Pre,1,0
Pre,6,0.967132018
Pre,4,0.709147917
Pre,36,0.765712659
Pre,2,0.918295834
Pre,17,0.972588173
Pre,18,0.988489743
Pre,14,0.927581147
Pre,25,0.86748825
Pre,8,0.973976032
Pre,1,0
Pre,5,0.88668288
Pre,5,0.9697239
Pre,8,0.888165926
Pre,6,0.960058249
Pre,3,1
Pre,1,0
Pre,2,1
Pre,1,0
Pre,1,0
Pre,51,0.860030329
Pre,7,0.973214633
Pre,42,0.917960255
Pre,22,0.888445014
Pre,11,0.961955575
Pre,13,0.952280393
Pre,12,0.742261312
Pre,8,0.938780038
Pre,5,0.670876838
Pre,9,0.984858662
Pre,35,0.870601461
Pre,22,0.977563575
Pre,23,0.988086497
Pre,5,0.946265187
Pre,32,0.689315772
Pre,2,1
Pre,53,0.734775934
Pre,16,0.772420887
Pre,9,0.746414961
Pre,3,0.94639463
Pre,8,0.915722399
Pre,12,0.86759671
Pre,2,0.41381685
Pre,6,0.975503759
Pre,2,1
Pre,1,0
Pre,10,0.786631255
Pre,25,0.121489797
Pre,14,0.882842399
Pre,3,0.86991553
Pre,3,0.724834092
Pre,7,0.779431926
Pre,2,0.811278124
Pre,119,0.927461152
Pre,38,0.958606918
Pre,66,0.920536562
Pre,8,0.375425457
Pre,65,0.970307094
Pre,11,1
Pre,124,0.8327814
Pre,55,0.754874904
Pre,39,0.958354684
Pre,26,0.824450349
Pre,21,0.693681656
Pre,6,0.717335695
Pre,46,0.922168961
Pre,4,1
Pre,16,0.790963254
Pre,10,0.668202854
Pre,8,0.709780216
Pre,3,1
Pre,5,0.962961065
Pre,1,0
Pre,19,0.59462187
Pre,4,1
Pre,39,0.935460531
Pre,8,0.91071963
Pre,75,0.897842017
Pre,47,0.917660216
Pre,18,0.878665164
Pre,41,0.922174758
Pre,1,0
Pre,25,0.930689243
Pre,50,0.861594531
Pre,40,0.933438457
Pre,13,0.924735533
Pre,11,0.800029145
Pre,26,0.525086795
Pre,14,0.956372567
Pre,31,0.93126542
Pre,2,0.426228657
Pre,1,0
Pre,3,1
Pre,5,0.575920048
Pre,8,0.517819761
Pre,10,0.873471494
Pre,10,0.781858078
Pre,2,1
Pre,5,0.962961065
Pre,4,0.834590168
Pre,1,0
Pre,56,0.419706359
Pre,47,0.678487393
Pre,30,0.783437652
Pre,5,1
Pre,30,0.891191177
Pre,8,0.971325691
Pre,68,0.747554915
Pre,2,1
Pre,1,0
Pre,2,1
Pre,26,0.685089963
Pre,12,0.933465648
Pre,24,0.924986998
Pre,10,0.96414475
Pre,16,0.958740625
Pre,11,0.757393695
Pre,1,0
Pre,3,1
Pre,1,0
Pre,5,0.9697239
Pre,1,0
On,57,0.914171112
On,47,0.978253958
On,25,0.971992821
On,32,0.993963156
On,10,0.959900932
On,102,0.750117614
On,4,0.880482024
On,22,0.684026361
On,38,0.635483967
On,85,0.746630655
On,9,0.93151085
On,65,0.890849564
On,6,0.917208893
On,41,0.902697499
On,40,0.953241052
On,71,0.935140894
On,11,0.916118324
On,62,0.848831015
On,32,0.955234926
On,17,0.987752392
On,14,0.969207388
On,19,0.673036105
On,13,0.945624794
On,26,0.569665244
On,40,0.860259799
On,8,0.85930219
On,23,0.96093124
On,19,0.965025955
On,1,0
On,12,0.916856384
On,1,0
On,29,0.985270605
On,13,0.977417518
On,32,0.942341888
On,5,0.928383212
On,2,1
On,1,0
On,2,1
On,11,0.819958878
On,1,0
On,5,0.762706907
On,68,0.704456195
On,7,0.779661685
On,27,0.98086648
On,24,0.889090939
On,3,0.94639463
On,3,1
On,4,0.593139062
On,1,0
On,3,0.669591946
On,15,0.942996388
On,5,0.962961065
On,9,0.731638983
On,10,0.762149689
On,4,0.838368515
On,15,0.767116998
On,17,0.957100784
On,4,0.896240625
On,11,0.764747972
On,2,0.918295834
On,38,0.82868572
On,3,1
On,25,1
On,17,0.531455318
On,9,1
On,6,1
On,52,0.752494457
On,5,0.962961065
On,7,0.96957035
On,7,0.898374192
On,6,0.975614963
On,52,0.958752623
On,7,0.701435724
On,11,0.942590729
On,31,0.407845064
On,54,0.933363532
On,12,0.961628331
On,9,0.976614669
On,5,0.962961065
On,1,0
On,5,0.946265187
On,3,1
On,22,0.975776767
On,5,0.368080603
On,29,0.884964485
On,17,0.822831971
On,15,0.905527484
On,8,0.971325691
On,4,1
On,14,0.903433027
On,29,0.836719784
On,5,0.9697239
On,23,0.946674396
On,9,0.899774285
On,16,0.948772147
On,2,0.591672779
On,2,0.918295834
On,1,0
On,10,0.821926767
On,5,1
On,7,0.979569765
On,6,0.489201117
On,4,1
On,24,0.924715253
On,9,0.976614669
On,4,0.959147917
On,7,0.970835763
On,7,0.890410444
On,3,1
On,94,0.95951098
On,1,0
On,59,0.710917821
On,34,0.854759964
On,43,0.966890519
On,12,0.965510836
On,9,0.976614669
On,6,0.930628224
On,3,1
On,8,0.884514766
On,4,0.529138522
On,3,1
On,4,0.896240625
On,1,0
On,1,0
On,1,0
On,1,0
On,1,0
On,1,0
On,4,0.17547948
On,7,0.793463739
On,4,0.960964047
On,9,0.953352274
On,3,0.94639463
On,11,0.961100933
On,2,1
On,14,0.93339423
On,2,1
On,21,0.977672058
On,19,0.989150879
On,18,0.687703905
On,25,0.969578562
On,6,0.975503759
On,17,0.735126188
On,3,0.960229718
On,10,0.961879921
On,25,0.801473591
On,13,0.875397012
On,23,0.864518595
On,17,0.987752392
On,13,0.936168379
On,13,0.902986219
On,33,0.971806464
On,3,0.94639463
On,18,0.816422727
On,2,0.918295834
On,1,0
On,5,0.9697239
On,31,0.815143934
On,13,0.869954485
On,12,0.798312051
On,10,0.986659959
On,5,0.913864688
On,2,0.970950594
On,11,0.961100933
On,12,0.949978992
On,19,0.793781929
On,1,0
On,22,0.941756505
On,1,0
On,6,0.975503759
On,10,0.986659959
On,14,0.377556606
On,22,0.943559338
On,3,1
On,3,0.669591946
On,5,0.844541246
On,2,0.609840305
On,2,1
On,7,0.801466171
On,9,0.984858662
On,1,0
On,24,0.681226117
On,6,1
On,8,0.935784974
On,1,0
On,36,0.689718459
On,37,0.88404374
On,6,0.935944697
On,19,0.912563994
On,1,0
On,5,1
On,12,0.963139651
On,4,0.960964047
On,11,0.939460686
On,3,1
On,7,0.94095839
On,2,1
On,73,0.80236322
On,35,0.909948856
On,28,0.847795155
On,30,0.968918656
On,4,1
On,40,0.968988762
On,4,0.921185497
On,75,0.925005717
On,1,0
On,22,0.93325095
On,48,0.603495998
On,1,0
On,5,0.9697239
On,2,1
On,1,0
On,9,0.796346187
On,24,0.995396623
On,6,0.875760934
On,1,0
On,3,0.960229718
On,48,0.777708401
On,6,0.930628224
On,4,1
On,38,0.921267729
On,4,0.960964047
On,15,0.979519336
On,11,0.782578925
On,58,0.626797559
On,21,0.96449518
On,97,0.879910052
On,36,0.617535899
On,30,0.906634333
On,15,0.910831395
On,4,1
On,23,0.976102058
On,1,0
On,9,0.984858662
On,15,0.397565962
On,19,0.954267858
On,1,0
On,15,0.952657364
On,1,0
On,37,0.950772485
On,25,0.743313653
On,26,0.943022375
On,6,0.975503759
On,87,0.898391209
On,22,0.887314819
On,15,0.875674811
On,15,0.938929756
On,6,0.582771776
On,9,0.976614669
On,16,0.950877214
On,1,0
On,18,0.872631726
On,7,0.94095839
On,11,0.882662007
On,42,0.870230968
On,8,0.973976032
On,19,0.865107982
On,26,0.907392182
On,14,0.947360256
On,10,0.819315229
On,29,0.928047721
On,8,0.917209722
On,38,0.444152046
On,45,0.945615547
On,26,0.929121379
On,32,0.915272067
On,6,0.91016631
On,4,0.960964047
On,4,0.83224889
On,52,0.91034355
On,2,0.918295834
On,28,0.843181897
On,8,0.829885223
On,8,0.899553487
On,3,0.94639463
On,10,0.798644886
On,3,0.781659665
On,6,0.035143444
On,4,1
On,2,0.918295834
On,7,0.94876951
On,2,1
On,1,0
On,4,0.593139062
On,1,0
On,8,0.849598314
On,3,1
On,1,0
On,15,0.775989347
On,6,0.932935088
On,1,0
On,9,0.93151085
On,16,0.691572943
On,9,0.809508167
On,30,0.873667165
On,10,0.978837914
On,16,0.622778789
On,3,1
On,6,0.823255764
On,3,0.920619836
On,45,0.889457776
On,25,0.954849491
On,8,0.948813115
On,7,0.572190917
On,31,0.907259095
On,8,0.973976032
On,1,0
On,1,0
On,39,0.943379774
On,15,0.855758445
On,22,0.929949482
On,2,0.918295834
On,16,0.953415172
On,1,0
On,26,0.822769995
On,55,0.918948248
On,21,0.942288484
On,41,0.806707955
On,7,0.94876951
On,64,0.913142574
On,4,1
On,75,0.945823539
On,3,1
On,3,0.864973521
On,1,0
On,1,0
On,6,0.859661049
On,14,0.949832269
On,13,0.946714067
On,1,0
On,21,0.889643831
On,2,1
On,14,0.984935756
On,2,1
On,55,0.84358696
On,2,0.811278124
On,14,0.927581147
On,19,0.909902343
On,25,0.802973882
On,33,0.88869201
On,5,0.9697239
On,8,0.692588721
On,9,1
On,18,0.965721645
On,13,0.990287117
On,6,0.975503759
On,1,0
On,1,0
On,1,0
On,7,0.970835763
On,15,0.971272008
On,4,0.960964047
On,55,0.867907255
On,43,0.795388424
On,35,0.866748919
On,30,0.976233353
On,21,0.945404866
On,4,1
On,14,0.956608973
On,2,0.811278124
On,1,0
On,2,0.811278124
On,8,0.841328689
On,8,0.973976032
On,1,0
On,1,0
On,2,1
On,22,0.987537553
On,3,1
On,44,0.564155647
On,5,0.809656833
On,37,0.942278987
On,2,1
On,13,0.802737488
On,10,0.895545423
On,2,1
On,7,0.979569765
On,1,0
On,14,0.927320708
On,5,1
On,1,0
On,7,0.838345708
On,1,0
On,2,0.811278124
On,2,1
On,7,0.873001762
On,6,0.882425224
On,3,0.309371044
On,9,1
On,1,0
On,11,0.717897935
On,1,0
On,17,0.972588173
On,8,0.616770837
On,15,0.971272008
On,3,1
On,10,0.974110895
On,15,0.968786234
On,12,0.77604568
On,5,0.928383212
On,2,0.918295834
On,6,0.975503759
On,5,1
On,14,0.967044281
On,1,0
On,4,1
On,12,0.881202961
On,13,0.894135622
On,4,0.921185497
On,45,0.960641035
On,1,0
On,34,0.986255014
On,18,0.945692114
On,11,0.873186151
On,1,0
On,4,0.921185497
On,3,0.94639463
On,12,0.933465648
On,1,0
On,3,0.960229718
On,1,0
On,9,0.976614669
On,7,0.970835763
On,11,0.613646822
On,26,0.932987908
On,10,0.805465398
On,30,0.850081382
On,27,0.934683582
On,19,0.713009813
On,2,0.918295834
On,3,1
On,1,0
On,4,0.960964047
On,10,0.863754777
On,8,1
On,3,0.94639463
On,2,1
On,1,0
On,8,0.885258631
On,14,0.627500751
On,2,1
On,9,1
On,1,0
On,28,0.746679013
On,14,0.967649141
On,17,1
On,13,0.983727396
On,21,0.894996585
On,23,0.979456555
On,7,0.869726109
On,1,0
On,8,0.951796181
On,6,0.885035554
On,5,0.946265187
On,1,0
On,3,1
On,2,0.918295834
On,2,1
On,1,0
On,44,0.907464632
On,5,1
On,41,0.905315758
On,18,0.92728989
On,8,0.727165443
On,9,0.675587298
On,3,0.789690082
On,11,0.975593789
On,3,0.772506886
On,8,0.925787598
On,33,0.873523272
On,19,0.973100571
On,18,0.988489743
On,5,1
On,33,0.914765142
On,3,1
On,46,0.952617301
On,16,0.836448925
On,4,1
On,1,0
On,14,0.771058135
On,4,1
On,6,0.898244402
On,12,0.933958778
On,1,0
On,2,0.918295834
On,1,0
On,5,0.766893744
On,19,0.644538152
On,9,0.976614669
On,1,0
On,9,0.973226528
On,9,0.862310178
On,1,0
On,120,0.938043334
On,48,0.961588233
On,82,0.952571204
On,8,0.737766094
On,66,0.976130214
On,4,1
On,139,0.900804974
On,1,0
On,33,0.82138993
On,33,0.954931913
On,38,0.825419101
On,27,0.702520662
On,8,0.917209722
On,58,0.94453254
On,7,1
On,10,0.945105424
On,7,0.90844969
On,10,0.752970927
On,7,0.979569765
On,6,0.930628224
On,3,1
On,10,0.911268707
On,1,0
On,5,1
On,27,0.970974519
On,6,0.967132018
On,74,0.95297993
On,39,0.864514394
On,19,0.916528084
On,39,0.88088844
On,1,0
On,24,0.949722615
On,48,0.918892142
On,33,0.928520399
On,15,0.927724636
On,7,0.94876951
On,31,0.65197334
On,4,0.952819531
On,2,1
On,3,0.180975199
On,1,0
On,4,0.807002731
On,1,0
On,2,1
On,4,0.603759375
On,10,0.986659959
On,8,0.917209722
On,10,0.873471494
On,1,0
On,5,0.9697239
On,1,0
On,3,0.960229718
On,65,0.208962663
On,40,0.898536226
On,26,0.980177331
On,4,1
On,25,0.955580195
On,7,0.94876951
On,54,0.591134584
On,1,0
On,28,0.951132447
On,1,0
On,1,0
On,1,0
On,29,0.802160778
On,20,0.916260392
On,38,0.965617552
On,2,1
On,17,0.983966889
On,13,0.929638199
On,2,1
On,40,0.988869503
On,11,0.950898736
On,2,0.918295834
